Team,Year,Rank,Result,Change,Combinations,Expected_Value,Lottery_Chance,Difference,Standard_deviation,Z,Winning Percentage,Playoff outcome,previous_winning_percentage,average_future_winning_percentage_2,average_future_winning_percentage_3,average_future_winning_percentage_4,average_future_winning_percentage_5,average_future_winning_percentage_6,average_future_winning_percentage_8,average_future_winning_percentage_10,average_future_winning_percentage_12,average_future_playoff_success_2,average_future_playoff_success_3,average_future_playoff_success_4,average_future_playoff_success_5,average_future_playoff_success_6,average_future_playoff_success_8,average_future_playoff_success_10,average_future_playoff_success_12,change_in_winning_percentage_2,change_in_winning_percentage_3,change_in_winning_percentage_4,change_in_winning_percentage_5,change_in_winning_percentage_6,change_in_winning_percentage_8,change_in_winning_percentage_10,change_in_winning_percentage_12
ORL,2013,1,2,-1,250.0,2.64553772053647,0.64044854605958,0.6455377205364701,1.2032961729274665,0.5364745064932426,0.28,0,0.244,0.2925,0.3373333333333333,0.3415,0.3342,0.3638333333333333,0.365875,0.361,0.361,0.0,0.0,0.0,0.0,0.16666666666666666,0.25,0.2,0.2,0.04849999999999999,0.09333333333333332,0.09750000000000003,0.0902,0.11983333333333329,0.12187500000000001,0.11699999999999999,0.11699999999999999
CHA,2013,2,4,-2,199.0,2.9775747625621873,0.5543485503128337,-1.0224252374378127,1.3327736697628005,-0.7671409337039035,0.524,1,0.256,0.463,0.5036666666666667,0.48749999999999993,0.47779999999999995,0.4775,0.45962499999999995,0.453,0.453,0.5,0.6666666666666666,0.5,0.4,0.3333333333333333,0.25,0.2,0.2,0.20700000000000002,0.2476666666666667,0.23149999999999993,0.22179999999999994,0.22149999999999997,0.20362499999999994,0.197,0.197
CLE,2013,3,1,2,156.0,3.403434340755651,0.46487820530073176,2.403434340755651,1.4952629938952333,1.607365627697765,0.402,0,0.293,0.524,0.581,0.59125,0.595,0.5345,0.47562499999999996,0.49640000000000006,0.49640000000000006,2.0,3.0,3.25,3.4,2.8333333333333335,2.125,1.8,1.8,0.23100000000000004,0.288,0.29825000000000007,0.302,0.2415,0.18262499999999998,0.20340000000000008,0.20340000000000008
PHX,2013,4,5,-1,119.0,3.964956398131158,0.37428003679766775,-1.0350436018688418,1.6685911973947842,-0.6203098778687571,0.585,0,0.305,0.5305,0.44700000000000006,0.4085,0.378,0.35366666666666663,0.412,0.4625,0.4625,0.0,0.0,0.0,0.0,0.0,0.5,0.8,0.8,0.22549999999999998,0.14200000000000007,0.10349999999999998,0.07300000000000001,0.048666666666666636,0.10699999999999998,0.15750000000000003,0.15750000000000003
SAC,2013,6,7,-1,63.0,5.548523569527658,0.21307842048018655,-1.4514764304723418,1.9191719304909298,-0.7563034907982683,0.341,0,0.341,0.34750000000000003,0.36566666666666664,0.37175,0.3632,0.38199999999999995,0.39425,0.41050000000000003,0.41050000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.006500000000000006,0.024666666666666615,0.03075,0.022199999999999998,0.040999999999999925,0.053249999999999964,0.0695,0.0695
DET,2013,7,8,-1,36.0,6.678168256934801,0.12556501285953375,-1.3218317430651991,1.8258232735308633,-0.7239647791918976,0.354,0,0.354,0.372,0.427,0.43300000000000005,0.44160000000000005,0.45133333333333336,0.41112499999999996,0.3776,0.3776,0.0,0.3333333333333333,0.25,0.2,0.3333333333333333,0.25,0.2,0.2,0.018000000000000016,0.07300000000000001,0.07900000000000007,0.08760000000000007,0.09733333333333338,0.05712499999999998,0.02360000000000001,0.02360000000000001
MIN,2013,9,9,0,17.0,8.71250971692705,0.0604905472369302,-0.28749028307295,1.722181792415251,-0.1669337606163883,0.488,0,0.378,0.3415,0.3456666666666666,0.35375,0.3976,0.4045,0.380375,0.41159999999999997,0.41159999999999997,0.0,0.0,0.0,0.2,0.16666666666666666,0.125,0.3,0.3,-0.03649999999999998,-0.03233333333333338,-0.024249999999999994,0.019600000000000006,0.026500000000000024,0.002375000000000016,0.03359999999999996,0.03359999999999996
POR,2013,10,10,0,11.0,9.781654846088617,0.03937719369655432,-0.21834515391138254,1.5884565480272657,-0.13745742946670436,0.659,2,0.402,0.6405000000000001,0.6060000000000001,0.5795,0.5831999999999999,0.5936666666666667,0.57725,0.5349,0.5349,1.5,1.6666666666666667,1.5,1.4,1.6666666666666667,1.5,1.2,1.2,0.23850000000000005,0.20400000000000007,0.1775,0.18119999999999992,0.19166666666666665,0.17525000000000002,0.13290000000000002,0.13290000000000002
PHI,2013,11,11,0,8.0,10.809100464476854,0.02872277784935907,-0.19089953552314576,1.52171357856631,-0.1254503726667161,0.232,0,0.415,0.226,0.19133333333333336,0.22875,0.30979999999999996,0.3618333333333333,0.430125,0.47220000000000006,0.47220000000000006,0.0,0.0,0.0,0.4,0.6666666666666666,0.875,1.1,1.1,-0.18899999999999997,-0.22366666666666662,-0.18624999999999997,-0.10520000000000002,-0.053166666666666695,0.015125,0.057200000000000084,0.057200000000000084
TOR,2013,12,12,0,7.0,11.790744949067205,0.025157026939553247,-0.20925505093279462,1.5717278159905201,-0.13313695208792864,0.585,1,0.415,0.5914999999999999,0.622,0.622,0.6416,0.6525,0.62825,0.6111,0.6111,1.0,1.6666666666666667,1.75,1.8,2.3333333333333335,2.0,1.7,1.7,0.17649999999999993,0.20700000000000002,0.20700000000000002,0.22659999999999997,0.2375,0.21325,0.1961,0.1961
DAL,2013,13,13,0,6.0,12.783046580900518,0.02158418721886877,-0.2169534190994824,1.594288770348021,-0.13608163284755692,0.598,1,0.5,0.6040000000000001,0.5733333333333334,0.5305,0.483,0.46950000000000003,0.496625,0.507,0.507,1.0,1.0,0.75,0.6,0.5,0.5,0.8,0.8,0.10400000000000009,0.07333333333333336,0.03049999999999997,-0.017000000000000015,-0.03049999999999997,-0.003375000000000017,0.007000000000000006,0.007000000000000006
UTA,2013,14,14,0,5.0,13.786057068236099,0.01800428922546677,-0.213942931763901,1.5837770281060075,-0.13508399728448459,0.305,0,0.524,0.38400000000000006,0.41866666666666674,0.46950000000000003,0.49260000000000004,0.5121666666666667,0.5507500000000001,0.5455,0.5455,0.0,0.0,0.5,0.8,0.8333333333333334,1.0,0.9,0.9,-0.13999999999999996,-0.10533333333333328,-0.05449999999999999,-0.031399999999999983,-0.011833333333333362,0.02675000000000005,0.021499999999999964,0.021499999999999964
CHA,2012,1,2,-1,250.0,2.6466307611597397,0.6396794138949575,0.6466307611597397,1.2038025552771496,0.5371568271931993,0.256,0,0.106,0.39,0.39399999999999996,0.44175,0.4412,0.44083333333333335,0.434375,0.4457,0.43509090909090903,0.5,0.3333333333333333,0.5,0.4,0.3333333333333333,0.25,0.2,0.18181818181818182,0.28400000000000003,0.288,0.33575,0.3352,0.33483333333333337,0.32837500000000003,0.3397,0.32909090909090905
CLE,2012,3,4,-1,138.0,3.5342730114764676,0.42178475771725255,-0.46572698852353245,1.4802377104482434,-0.3146298633227644,0.293,0,0.318,0.34750000000000003,0.44700000000000006,0.509,0.5316,0.5446666666666667,0.47400000000000003,0.46349999999999997,0.4779090909090909,0.0,1.3333333333333333,2.25,2.6,2.8333333333333335,2.125,1.7,1.6363636363636365,0.029500000000000026,0.12900000000000006,0.191,0.21359999999999996,0.22666666666666674,0.15600000000000003,0.14549999999999996,0.1599090909090909
SAC,2012,5,5,0,76.0,4.838991749553751,0.25262825286266055,-0.16100825044624933,1.761360256237901,-0.09141131115910821,0.341,0,0.333,0.341,0.3453333333333333,0.3595,0.36560000000000004,0.3595,0.383,0.3861,0.40418181818181814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.008000000000000007,0.012333333333333307,0.026499999999999968,0.03260000000000002,0.026499999999999968,0.04999999999999999,0.05309999999999998,0.07118181818181812
BKN,2012,6,6,0,75.0,5.390398172568782,0.24961346270969048,-0.6096018274312183,2.0268823705674306,-0.30075836480858964,0.598,1,0.333,0.5674999999999999,0.5326666666666666,0.4635,0.4196,0.40650000000000003,0.42962500000000003,0.4641,0.47181818181818186,1.5,1.3333333333333333,1.0,0.8,0.6666666666666666,0.75,0.9,0.9090909090909091,0.23449999999999988,0.1996666666666666,0.1305,0.08659999999999995,0.07350000000000001,0.09662500000000002,0.1311,0.13881818181818184
GSW,2012,7,7,0,36.0,6.678497514486379,0.1253750736974517,-0.32150248551362104,1.8247763743381153,-0.17618733453310778,0.573,2,0.348,0.5974999999999999,0.6706666666666666,0.7255,0.7438,0.7376666666666666,0.669,0.654,0.6433636363636364,1.5,2.6666666666666665,3.0,3.4,3.6666666666666665,3.25,3.1,3.0,0.24949999999999994,0.32266666666666666,0.37750000000000006,0.39580000000000004,0.3896666666666666,0.32100000000000006,0.30600000000000005,0.2953636363636364
TOR,2012,8,8,0,35.0,7.459938142524422,0.12202490336888278,-0.5400618574755782,2.0584048843053373,-0.262369109980924,0.415,0,0.348,0.5,0.5326666666666666,0.57025,0.5806,0.6038333333333333,0.63325,0.6026,0.5932727272727273,0.5,0.6666666666666666,1.25,1.4,1.5,2.0,1.7,1.5454545454545454,0.15200000000000002,0.18466666666666665,0.22225000000000006,0.23260000000000003,0.25583333333333336,0.28525,0.25460000000000005,0.2452727272727273
DET,2012,9,9,0,17.0,8.712865218546185,0.06039969660414709,-0.28713478145381544,1.7211362578748637,-0.16682861693260068,0.354,0,0.379,0.354,0.36599999999999994,0.40875,0.41719999999999996,0.42700000000000005,0.42062499999999997,0.3923,0.37545454545454543,0.0,0.0,0.25,0.2,0.16666666666666666,0.25,0.2,0.18181818181818182,-0.025000000000000022,-0.013000000000000067,0.02975,0.038199999999999956,0.04800000000000004,0.04162499999999997,0.013299999999999979,-0.003545454545454574
MIN,2012,10,10,0,11.0,9.781930451075446,0.03931822848600332,-0.21806954892455366,1.587462353960448,-0.1373699025873006,0.378,0,0.394,0.433,0.35366666666666663,0.35374999999999995,0.3586,0.39433333333333337,0.38775000000000004,0.3982,0.40854545454545454,0.0,0.0,0.0,0.0,0.16666666666666666,0.125,0.2,0.2727272727272727,0.03899999999999998,-0.04033333333333339,-0.040250000000000064,-0.03540000000000004,0.00033333333333335213,-0.006249999999999978,0.0041999999999999815,0.014545454545454528
POR,2012,11,11,0,8.0,10.809348703366094,0.02867983610652458,-0.1906512966339058,1.5207431922744334,-0.12536718730844126,0.402,0,0.424,0.5305,0.561,0.555,0.5439999999999999,0.553,0.554625,0.5349,0.5228181818181818,1.0,1.0,1.25,1.2,1.1666666666666667,1.375,1.2,1.0909090909090908,0.10649999999999998,0.13700000000000007,0.13100000000000006,0.11999999999999994,0.12900000000000006,0.13062500000000005,0.11090000000000005,0.09881818181818186
MIL,2012,12,12,0,7.0,11.79102777516916,0.025119436953334667,-0.20897222483083944,1.570716401590679,-0.13304261967291572,0.463,1,0.47,0.323,0.38199999999999995,0.387,0.41200000000000003,0.43283333333333335,0.512,0.5357000000000001,0.5512727272727272,0.5,0.6666666666666666,0.5,0.6,0.6666666666666666,1.125,1.6,1.5454545454545454,-0.14699999999999996,-0.08800000000000002,-0.08299999999999996,-0.05799999999999994,-0.037166666666666626,0.04200000000000004,0.06570000000000009,0.08127272727272727
PHX,2012,13,13,0,6.0,12.78334754199571,0.02155195395159565,-0.21665245800429034,1.5932539028207469,-0.13598112492975664,0.305,0,0.5,0.44499999999999995,0.45533333333333337,0.4115,0.3878,0.3658333333333333,0.36162500000000003,0.43809999999999993,0.4481818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.7272727272727273,-0.05500000000000005,-0.04466666666666663,-0.08850000000000002,-0.11220000000000002,-0.1341666666666667,-0.13837499999999997,-0.061900000000000066,-0.05181818181818182
HOU,2012,14,14,0,5.0,13.786359643546373,0.01797741743762544,-0.21364035645362733,1.582740311852002,-0.13498130732744254,0.549,1,0.515,0.6040000000000001,0.6303333333333333,0.59775,0.6123999999999999,0.6425000000000001,0.639,0.5592,0.5327272727272727,1.0,1.6666666666666667,1.5,1.6,1.8333333333333333,1.875,1.5,1.3636363636363635,0.08900000000000008,0.11533333333333329,0.08274999999999999,0.09739999999999993,0.12750000000000006,0.124,0.04420000000000002,0.017727272727272703
MIN,2011,1,2,-1,250.0,2.645767794991442,0.6402835922323469,0.6457677949914422,1.2034054036269906,0.5366169979336451,0.394,0,0.207,0.386,0.42,0.36375,0.3618,0.3645,0.399875,0.3815,0.4073333333333333,0.0,0.0,0.0,0.0,0.0,0.125,0.1,0.25,0.17900000000000002,0.213,0.15675000000000003,0.15480000000000002,0.1575,0.192875,0.17450000000000002,0.20033333333333334
CLE,2011,2,4,-2,199.0,2.977969638304996,0.5541900025368401,-1.0220303616950042,1.3330240949532606,-0.7667005912078726,0.318,0,0.232,0.3055,0.3376666666666666,0.41475,0.4708,0.496,0.47724999999999995,0.44160000000000005,0.46458333333333335,0.0,0.0,1.0,1.8,2.1666666666666665,2.125,1.7,1.5,0.07349999999999998,0.1056666666666666,0.18275,0.23879999999999998,0.264,0.24524999999999994,0.20960000000000004,0.23258333333333334
TOR,2011,3,5,-2,156.0,3.4040419282825116,0.46473698908651595,-1.5959580717174884,1.495641193534454,-1.067072823760603,0.348,0,0.268,0.38149999999999995,0.4493333333333333,0.4865,0.5257999999999999,0.5418333333333333,0.58475,0.5789,0.5728333333333333,0.0,0.3333333333333333,0.5,1.0,1.1666666666666667,1.75,1.6,1.4166666666666667,0.11349999999999993,0.1813333333333333,0.21849999999999997,0.2577999999999999,0.27383333333333326,0.31675,0.31089999999999995,0.3048333333333333
SAC,2011,5,7,-2,76.0,4.838648571997488,0.25293153046577266,-2.1613514280025123,1.761754525192879,-1.2268175827536956,0.333,0,0.293,0.337,0.3383333333333334,0.34225000000000005,0.35419999999999996,0.3601666666666667,0.37074999999999997,0.3828,0.39825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.04400000000000004,0.04533333333333339,0.04925000000000007,0.06119999999999998,0.06716666666666671,0.07774999999999999,0.08979999999999999,0.10525000000000001
BKN,2011,6,3,3,75.0,5.389490330934323,0.2499131716376521,2.389490330934323,2.027280911325466,1.1786676022969305,0.333,0,0.293,0.4655,0.48933333333333334,0.48275,0.43740000000000007,0.4051666666666667,0.41050000000000003,0.44370000000000004,0.46025000000000005,0.5,1.0,1.0,0.8,0.6666666666666666,0.625,0.8,0.8333333333333334,0.17250000000000004,0.19633333333333336,0.18975000000000003,0.14440000000000008,0.11216666666666669,0.11750000000000005,0.15070000000000006,0.16725000000000007
DET,2011,7,8,-1,43.0,6.537012282695502,0.14878150993859515,-1.4629877173044976,1.9419856385302854,-0.753346311258873,0.379,0,0.366,0.3665,0.36233333333333334,0.36925,0.40279999999999994,0.4108333333333334,0.430125,0.4022,0.37575000000000003,0.0,0.0,0.0,0.2,0.16666666666666666,0.25,0.2,0.16666666666666666,0.0005000000000000004,-0.0036666666666666514,0.0032500000000000306,0.036799999999999944,0.04483333333333339,0.06412499999999999,0.03620000000000001,0.009750000000000036
LAC,2011,8,1,7,28.0,7.6027065304467,0.0984719156336506,6.6027065304467,1.8792826540343754,3.5134185463119403,0.606,2,0.39,0.6445000000000001,0.6613333333333333,0.66675,0.6626,0.6558333333333334,0.629,0.6365999999999999,0.6179166666666667,1.5,1.6666666666666667,1.75,1.6,1.5,1.25,1.5,1.3333333333333333,0.25450000000000006,0.2713333333333333,0.27674999999999994,0.27259999999999995,0.26583333333333337,0.239,0.24659999999999993,0.22791666666666666
CHA,2011,9,9,0,17.0,8.712587798430912,0.0604715592788101,-0.2874122015690883,1.7219659359388173,-0.1669093421481598,0.106,0,0.415,0.181,0.29533333333333334,0.322,0.3746,0.3853333333333333,0.403375,0.40390000000000004,0.4076666666666667,0.0,0.3333333333333333,0.25,0.4,0.3333333333333333,0.25,0.2,0.16666666666666666,-0.23399999999999999,-0.11966666666666664,-0.09299999999999997,-0.04039999999999999,-0.029666666666666675,-0.011624999999999996,-0.011099999999999943,-0.007333333333333303
MIL,2011,10,10,0,11.0,9.781715053145128,0.03936487394188988,-0.21828494685487243,1.5882507355709934,-0.1374373340216944,0.47,0,0.427,0.4665,0.37200000000000005,0.40399999999999997,0.40359999999999996,0.4216666666666667,0.47487500000000005,0.5205,0.5445,0.5,0.3333333333333333,0.5,0.4,0.5,0.875,1.4,1.4166666666666667,0.039500000000000035,-0.05499999999999994,-0.02300000000000002,-0.023400000000000032,-0.005333333333333301,0.047875000000000056,0.09349999999999997,0.1175
GSW,2011,11,11,0,8.0,10.809154118672872,0.02871380738547949,-0.1908458813271281,1.5215122818348585,-0.12543170607665333,0.348,0,0.439,0.46049999999999996,0.5143333333333333,0.59,0.65,0.6778333333333334,0.6836249999999999,0.6242,0.61875,1.0,1.0,2.0,2.4,2.8333333333333335,3.25,2.6,2.75,0.021499999999999964,0.07533333333333331,0.15099999999999997,0.21100000000000002,0.2388333333333334,0.24462499999999993,0.18519999999999998,0.17975000000000002
UTA,2011,12,12,0,7.0,11.790805100567155,0.025149174874283645,-0.20919489943284475,1.5715175840399385,-0.13311648660975356,0.545,1,0.476,0.5345000000000002,0.458,0.45925000000000005,0.465,0.4911666666666667,0.51775,0.5475,0.5436666666666666,0.5,0.3333333333333333,0.25,0.2,0.5,0.75,0.9,0.8333333333333334,0.05850000000000022,-0.01799999999999996,-0.01674999999999993,-0.010999999999999954,0.015166666666666717,0.041750000000000065,0.07150000000000001,0.06766666666666665
PHX,2011,13,13,0,6.0,12.783109899901936,0.02157745446651447,-0.2168901000980643,1.5940733326244598,-0.13606030265933847,0.5,0,0.488,0.40249999999999997,0.4633333333333334,0.46649999999999997,0.42919999999999997,0.40650000000000003,0.365875,0.4101,0.45249999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6666666666666666,-0.08550000000000002,-0.024666666666666615,-0.02150000000000002,-0.05880000000000002,-0.08149999999999996,-0.12212499999999998,-0.07789999999999997,-0.03550000000000003
HOU,2011,14,14,0,5.0,13.786120210540721,0.01799867665862139,-0.21387978945927877,1.583560947449164,-0.135062556198927,0.515,0,0.524,0.532,0.5743333333333334,0.6015,0.5812,0.5961666666666666,0.627,0.5863,0.53125,0.5,0.6666666666666666,1.25,1.2,1.3333333333333333,1.625,1.5,1.25,0.008000000000000007,0.05033333333333334,0.07750000000000001,0.05720000000000003,0.0721666666666666,0.10299999999999998,0.06230000000000002,0.007249999999999979
BKN,2010,1,3,-2,250.0,2.6462606081910165,0.6399300041134586,-0.3537393918089835,1.203639408736968,-0.29389150042883516,0.293,0,0.146,0.313,0.408,0.44025000000000003,0.44480000000000003,0.41333333333333333,0.38312500000000005,0.4063,0.4389166666666666,0.0,0.3333333333333333,0.75,0.8,0.6666666666666666,0.5,0.6,0.75,0.167,0.262,0.29425,0.29880000000000007,0.2673333333333333,0.23712500000000006,0.2603,0.2929166666666666
MIN,2010,2,4,-2,199.0,2.9787949778022424,0.5538500456743107,-1.0212050221977576,1.3335366495644685,-0.7657869939542209,0.207,0,0.183,0.3005,0.3263333333333333,0.36674999999999996,0.3324,0.336,0.370875,0.3703,0.3819166666666666,0.0,0.0,0.0,0.0,0.0,0.125,0.1,0.16666666666666666,0.1175,0.1433333333333333,0.18374999999999997,0.14939999999999998,0.15300000000000002,0.18787500000000001,0.18730000000000002,0.19891666666666663
SAC,2010,3,5,-2,156.0,3.4053129093306955,0.46443412535580514,-1.5946870906693045,1.4964063388372875,-1.065677850515109,0.293,0,0.305,0.313,0.32233333333333336,0.327,0.33240000000000003,0.34400000000000003,0.34787500000000005,0.369,0.3739166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008000000000000007,0.017333333333333367,0.02200000000000002,0.027400000000000035,0.039000000000000035,0.04287500000000005,0.064,0.06891666666666668
GSW,2010,4,6,-2,104.0,4.112375300604242,0.33357278461472256,-1.887624699395758,1.637049745511701,-1.1530649600423313,0.439,0,0.317,0.39349999999999996,0.4533333333333333,0.4955,0.5598,0.6148333333333333,0.651625,0.6138999999999999,0.6105833333333334,0.0,0.6666666666666666,0.75,1.6,2.0,2.75,2.6,2.5833333333333335,0.07649999999999996,0.1363333333333333,0.1785,0.24279999999999996,0.29783333333333334,0.334625,0.2968999999999999,0.29358333333333336
PHI,2010,6,2,4,53.0,5.712851599041082,0.18118988145940423,3.712851599041082,1.825754992911013,2.0335979435670346,0.5,1,0.329,0.515,0.4816666666666667,0.41925,0.3794,0.3365,0.37424999999999997,0.4205,0.459,1.5,1.0,0.75,0.6,0.5,0.625,0.8,1.0,0.186,0.15266666666666667,0.09025,0.0504,0.007500000000000007,0.04524999999999996,0.09149999999999997,0.13
DET,2010,7,7,0,53.0,6.370220854913954,0.18118988145940423,-0.6297791450860464,2.0971662792736248,-0.3003000531289188,0.366,0,0.329,0.3725,0.36633333333333334,0.3632500000000001,0.3686,0.39666666666666667,0.413375,0.4109999999999999,0.389,0.0,0.0,0.0,0.0,0.16666666666666666,0.125,0.2,0.16666666666666666,0.04349999999999998,0.03733333333333333,0.03425000000000006,0.03959999999999997,0.06766666666666665,0.08437499999999998,0.0819999999999999,0.06
LAC,2010,8,8,0,23.0,7.723106331679491,0.08125734774940047,-0.27689366832050943,1.7382449985038317,-0.15929496046808217,0.39,0,0.354,0.498,0.5596666666666666,0.5935,0.6113999999999999,0.6171666666666666,0.604625,0.6103,0.6056666666666667,1.0,1.0,1.25,1.4,1.3333333333333333,1.125,1.2,1.25,0.14400000000000002,0.20566666666666666,0.23950000000000005,0.25739999999999996,0.26316666666666666,0.250625,0.2563,0.2516666666666667
NYK,2010,9,9,0,22.0,8.591341920207226,0.07780498576725592,-0.40865807979277413,1.9280569422103682,-0.211953325052879,0.512,1,0.354,0.5285,0.5720000000000001,0.54175,0.4748,0.4606666666666667,0.43700000000000006,0.4021,0.4200833333333333,1.0,1.3333333333333333,1.0,0.8,0.6666666666666666,0.5,0.4,0.4166666666666667,0.1745,0.21800000000000008,0.18774999999999997,0.12080000000000002,0.10666666666666674,0.08300000000000007,0.04810000000000003,0.06608333333333333
IND,2010,10,10,0,11.0,9.781845960811706,0.039338432102617116,-0.21815403918829368,1.587809797053145,-0.1373930552596231,0.451,1,0.39,0.5435000000000001,0.564,0.59375,0.5676000000000001,0.5645000000000001,0.5605,0.5685,0.5385000000000001,1.5,2.0,2.25,1.8,1.6666666666666667,1.5,1.4,1.1666666666666667,0.15350000000000008,0.17399999999999993,0.20375,0.1776000000000001,0.1745000000000001,0.17049999999999998,0.1785,0.14850000000000008
TOR,2010,13,13,0,6.0,12.783246119184287,0.02156300362703044,-0.21675388081571256,1.5936110551289921,-0.13601429289668662,0.268,0,0.488,0.308,0.3436666666666666,0.40399999999999997,0.44279999999999997,0.4828333333333333,0.529875,0.5681999999999999,0.5535,0.0,0.0,0.25,0.4,0.8333333333333334,1.125,1.6,1.4166666666666667,-0.18,-0.14433333333333337,-0.08400000000000002,-0.04520000000000002,-0.005166666666666708,0.041874999999999996,0.08019999999999994,0.0655
HOU,2010,14,14,0,5.0,13.786255725491099,0.017986630068824443,-0.2137442745089011,1.5830971321224547,-0.1350165256267849,0.524,0,0.512,0.5195000000000001,0.5293333333333333,0.56175,0.5860000000000001,0.5716666666666667,0.61175,0.6151,0.5525833333333333,0.0,0.3333333333333333,0.5,1.0,1.0,1.375,1.5,1.25,0.007500000000000062,0.01733333333333331,0.04974999999999996,0.07400000000000007,0.059666666666666646,0.09975,0.10309999999999997,0.040583333333333305
SAC,2009,1,4,-3,250.0,2.646652837565907,0.6397001915493359,-1.3533471624340931,1.2037826058450911,-1.1242454874017749,0.305,0,0.207,0.299,0.31033333333333335,0.318,0.3226,0.32783333333333337,0.34487500000000004,0.3564,0.36883333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.092,0.10333333333333336,0.11100000000000002,0.11560000000000001,0.12083333333333338,0.13787500000000005,0.1494,0.16183333333333336
LAC,2009,3,1,2,177.0,3.286929967179709,0.5099259953929461,2.286929967179709,1.5258511193837718,1.49878971685213,0.354,0,0.232,0.372,0.45,0.50825,0.5456000000000001,0.5685,0.5848749999999999,0.5776,0.5924999999999999,0.0,0.6666666666666666,0.75,1.0,1.1666666666666667,1.125,1.0,1.25,0.13999999999999999,0.218,0.27625,0.3136000000000001,0.3365,0.35287499999999994,0.3456,0.36049999999999993
MIN,2009,5,6,-1,76.0,4.838374458354019,0.25261645462918836,-1.1616255416459813,1.7608430547196636,-0.6596985111946384,0.183,0,0.293,0.195,0.2613333333333333,0.2905,0.32999999999999996,0.3075,0.322125,0.3589,0.35041666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.08333333333333333,-0.09799999999999998,-0.031666666666666676,-0.0025000000000000022,0.03699999999999998,0.014500000000000013,0.029125000000000012,0.06590000000000001,0.05741666666666667
GSW,2009,7,7,0,43.0,6.5373657479548735,0.1485950662883879,-0.46263425204512654,1.941045638005912,-0.23834279987378507,0.317,0,0.354,0.378,0.36800000000000005,0.41924999999999996,0.4598,0.5193333333333333,0.602875,0.6224999999999999,0.5831666666666667,0.0,0.0,0.5,0.6,1.3333333333333333,2.125,2.6,2.1666666666666665,0.02400000000000002,0.014000000000000068,0.06524999999999997,0.1058,0.16533333333333333,0.24887500000000007,0.26849999999999996,0.22916666666666674
NYK,2009,8,8,0,28.0,7.603057996716837,0.09834869850158934,-0.3969420032831632,1.8783495351763675,-0.21132488700825983,0.354,0,0.39,0.433,0.4703333333333333,0.5175,0.5042000000000001,0.4546666666666667,0.437,0.40570000000000006,0.412,0.5,0.6666666666666666,1.0,0.8,0.6666666666666666,0.5,0.4,0.4166666666666667,0.04299999999999998,0.08033333333333331,0.12749999999999995,0.11420000000000008,0.0646666666666667,0.046999999999999986,0.015700000000000047,0.021999999999999964
TOR,2009,9,9,0,17.0,8.712856114790714,0.060396088121118664,-0.2871438852092858,1.7210821564522536,-0.16683915066622315,0.488,0,0.402,0.378,0.36799999999999994,0.37975000000000003,0.4208,0.4503333333333333,0.500875,0.5434,0.5454166666666667,0.0,0.0,0.0,0.2,0.3333333333333333,0.875,1.4,1.3333333333333333,-0.02400000000000002,-0.034000000000000086,-0.022249999999999992,0.018799999999999983,0.048333333333333284,0.09887499999999994,0.14139999999999997,0.14341666666666664
MIL,2009,10,10,0,10.0,9.813561032264905,0.03577708235849943,-0.1864389677350946,1.5211178840605837,-0.12256707365598829,0.561,1,0.415,0.494,0.48600000000000004,0.48025,0.4208,0.434,0.43975,0.4787,0.5160833333333333,0.5,0.3333333333333333,0.5,0.4,0.5,0.5,0.8,1.25,0.07900000000000001,0.07100000000000006,0.06525000000000003,0.005800000000000027,0.019000000000000017,0.024749999999999994,0.06370000000000003,0.10108333333333336
BKN,2009,11,11,0,9.0,10.7776097983716,0.03223115235443404,-0.22239020162840006,1.60700326770268,-0.13838814525020968,0.146,0,0.415,0.21949999999999997,0.25733333333333336,0.3425,0.3814,0.39499999999999996,0.35875,0.3723,0.40633333333333327,0.0,0.0,0.25,0.6,0.6666666666666666,0.5,0.5,0.6666666666666666,-0.1955,-0.15766666666666662,-0.07249999999999995,-0.03359999999999996,-0.020000000000000018,-0.05624999999999997,-0.04269999999999996,-0.008666666666666711
CHA,2009,12,12,0,7.0,11.791028640379814,0.02511789462854612,-0.2089713596201861,1.5706642808138396,-0.13304648369026867,0.537,1,0.427,0.47600000000000003,0.3526666666666667,0.3285,0.36760000000000004,0.37333333333333335,0.408,0.41790000000000005,0.41591666666666666,0.5,0.3333333333333333,0.25,0.4,0.3333333333333333,0.375,0.3,0.25,0.049000000000000044,-0.0743333333333333,-0.09849999999999998,-0.05939999999999995,-0.05366666666666664,-0.019000000000000017,-0.009099999999999941,-0.011083333333333334
